Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;DIESEL S10;13/12/2023;6,39;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;ETANOL;13/12/2023;4,79;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;GASOLINA;13/12/2023;5,99;;R$ / litro;VIBRA
NE;CE;IGUATU;JOAQUIM AILTON ALEXANDRE FILHO; 41.643.792/0001-08;RUA DO CRUZEIRO;3;;ALTO DO JUCA;63500-000;GASOLINA ADITIVADA;13/12/2023;6,05;;R$ / litro;VIBRA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;GASOLINA;12/12/2023;5,9;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;GASOLINA ADITIVADA;12/12/2023;5,9;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;DIESEL;12/12/2023;6,29;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;DIESEL S10;12/12/2023;6,29;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE PETROLEO SAO MATHEUS LTDA.; 07.356.644/0001-66;AVENIDA DOM AURELIANO MATOS;1472;;CENTRO;62930-000;ETANOL;12/12/2023;4,49;;R$ / litro;BRANCA
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;GASOLINA;14/12/2023;5,99;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;GASOLINA ADITIVADA;14/12/2023;6,09;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;DIESEL S10;14/12/2023;6,25;;R$ / litro;SP
NE;CE;FORTALEZA;J A COMERCIO COMBUSTIVEIS LTDA; 02.696.818/0009-73;AVENIDA   ALBERTO CRAVEIRO;3559;;PASSARE;60860-000;ETANOL;14/12/2023;4,49;;R$ / litro;SP
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;GASOLINA;11/12/2023;6,12;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;GASOLINA ADITIVADA;11/12/2023;6,13;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;DIESEL S10;11/12/2023;6,74;;R$ / litro;ALESAT
NE;CE;ITAPIPOCA;SAO PEDRO COMERCIAL DE PETROLEO LTDA; 09.385.604/0001-78;MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085;S/N;;CRUXATI;62525-000;ETANOL;11/12/2023;4,94;;R$ / litro;ALESAT
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;GASOLINA;13/12/2023;5,96;;R$ / litro;BRANCA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;GASOLINA ADITIVADA;13/12/2023;5,96;;R$ / litro;BRANCA
NE;CE;IGUATU;AUTO POSTO ICAVEL LTDA; 05.024.942/0002-04;RUA DEOCLECIO LIMA VERDE;37;;AREIAS;63500-005;DIESEL S10;13/12/2023;6,09;;R$ / litro;BRANCA
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;GASOLINA;13/12/2023;5,87;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;GASOLINA ADITIVADA;13/12/2023;5,98;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;DIESEL S10;13/12/2023;5,87;;R$ / litro;ALESAT
NE;CE;QUIXADA;JOAO PAULO DE MENEZES FURTADO; 07.148.072/0001-20;AVENIDA PRESIDENTE VARGAS;360;;PUTIU;63900-000;ETANOL;13/12/2023;4,79;;R$ / litro;ALESAT
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;GASOLINA;13/12/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;GASOLINA ADITIVADA;13/12/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;DIESEL S10;13/12/2023;5,57;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 10.634.083/0001-24;AVENIDA RADIALISTA JOAO RAMOS;1700;;PLANALTO AYRTON SENNA;60766-710;ETANOL;13/12/2023;4,09;;R$ / litro;BRANCA
NE;CE;CAUCAIA;LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI; 10.835.567/0001-31;RODOVIA BR 222 KM 04;3970;;PARQUE TABAPUA;61635-365;GASOLINA;12/12/2023;5,99;;R$ / litro;SP
NE;CE;CAUCAIA;LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI; 10.835.567/0001-31;RODOVIA BR 222 KM 04;3970;;PARQUE TABAPUA;61635-365;GASOLINA ADITIVADA;12/12/2023;6,05;;R$ / litro;SP
NE;CE;CAUCAIA;LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI; 10.835.567/0001-31;RODOVIA BR 222 KM 04;3970;;PARQUE TABAPUA;61635-365;DIESEL S10;12/12/2023;5,99;;R$ / litro;SP
NE;CE;CAUCAIA;LOTUS COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO EIRELI; 10.835.567/0001-31;RODOVIA BR 222 KM 04;3970;;PARQUE TABAPUA;61635-365;ETANOL;12/12/2023;4,49;;R$ / litro;SP
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;GASOLINA;13/12/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;DIESEL S10;13/12/2023;6,29;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;JM COMÉRCIO DE COMBUSTIVEIS LTDA; 11.518.822/0001-85;AVENIDA DOS EXPEDICIONARIOS;10775;;ITAPERI;60741-600;ETANOL;13/12/2023;4,69;;R$ / litro;RAIZEN
NE;CE;IGUATU;COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA; 12.350.931/0001-07;AVENIDA JOAQUIM AILTON ALEXANDRE;605;;ALTO DO JUCA;63500-005;GASOLINA;13/12/2023;5,99;;R$ / litro;BRANCA
NE;CE;IGUATU;COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA; 12.350.931/0001-07;AVENIDA JOAQUIM AILTON ALEXANDRE;605;;ALTO DO JUCA;63500-005;DIESEL S10;13/12/2023;5,96;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;GASOLINA;14/12/2023;5,44;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;GASOLINA ADITIVADA;14/12/2023;5,44;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;DIESEL S10;14/12/2023;6,38;;R$ / litro;BRANCA
NE;CE;CRATO;MSB COMERCIO DE COMBUSTIVEIS LTDA.; 13.173.181/0001-08;AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO;719;;PINTO MADEIRA;63101-095;ETANOL;14/12/2023;4,09;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;GASOLINA;13/12/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;GASOLINA ADITIVADA;13/12/2023;5,99;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;DIESEL S10;13/12/2023;5,57;;R$ / litro;BRANCA
NE;CE;FORTALEZA;CHAVES E NUNES COMERCIO DE DERIVADOS DE PETROLEO LTDA; 12.088.106/0001-78;RODOVIA DOUTOR MENDEL STEINBRUCH;6615;;PLANALTO AYRTON SENNA;60766-283;ETANOL;13/12/2023;4,09;;R$ / litro;BRANCA
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;GASOLINA;12/12/2023;5,97;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;DIESEL S10;12/12/2023;5,99;;R$ / litro;RAIZEN
NE;CE;FORTALEZA;B & P COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA; 11.520.066/0001-29;RUA PADRE PERDIGAO SAMPAIO;473;;QUINTINO CUNHA;60351-695;ETANOL;12/12/2023;4,59;;R$ / litro;RAIZEN
NE;CE;IGUATU;AIRTON PALACIO DE SOUZA JUNIOR; 13.408.058/0001-10;RUA DR JOSE HOLANDA MONTENEGRO;21;;CENTRO;63500-005;GASOLINA;13/12/2023;5,99;;R$ / litro;SP
NE;CE;IGUATU;AIRTON PALACIO DE SOUZA JUNIOR; 13.408.058/0001-10;RUA DR JOSE HOLANDA MONTENEGRO;21;;CENTRO;63500-005;DIESEL S10;13/12/2023;5,99;;R$ / litro;SP
NE;CE;ITAPIPOCA;DISTRIBUIDORA DE DERIVADOS DE PETROLEO AMONTADA LTDA; 13.783.012/0001-81;RODOVIA CE 354;S/N;JULIO I;DESERTO;62502-974;GASOLINA;11/12/2023;6,21;;R$ / litro;SP
NE;CE;ITAPIPOCA;DISTRIBUIDORA DE DERIVADOS DE PETROLEO AMONTADA LTDA; 13.783.012/0001-81;RODOVIA CE 354;S/N;JULIO I;DESERTO;62502-974;GASOLINA ADITIVADA;11/12/2023;6,22;;R$ / litro;SP
NE;CE;ITAPIPOCA;DISTRIBUIDORA DE DERIVADOS DE PETROLEO AMONTADA LTDA; 13.783.012/0001-81;RODOVIA CE 354;S/N;JULIO I;DESERTO;62502-974;DIESEL S10;11/12/2023;6,86;;R$ / litro;SP
NE;CE;ITAPIPOCA;DISTRIBUIDORA DE DERIVADOS DE PETROLEO AMONTADA LTDA; 13.783.012/0001-81;RODOVIA CE 354;S/N;JULIO I;DESERTO;62502-974;ETANOL;11/12/2023;4,95;;R$ / litro;SP
NE;CE;CRATO;POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA; 06.993.519/0001-02;AVENIDA JPB DE MENEZES;575;;SITIO RECREIO;63100-970;GASOLINA;14/12/2023;5,48;;R$ / litro;VIBRA
NE;CE;CRATO;POSTO DE COMBUSTIVEIS E LUBRIFICANTES GALEAO LTDA; 06.993.519/0001-02;AVENIDA JPB DE MENEZES;575;;SITIO RECREIO;63100-970;GASOLINA ADITIVADA;14/12/2023;5,59;;R$ / litro;VIBRA
NE;CE;JUAZEIRO DO NORTE;POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA; 14.284.952/0001-99;RUA PAULO MAIA;446;;TRIANGULO;63041-260;GASOLINA;11/12/2023;5,43;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA; 14.284.952/0001-99;RUA PAULO MAIA;446;;TRIANGULO;63041-260;GASOLINA ADITIVADA;11/12/2023;5,59;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA; 14.284.952/0001-99;RUA PAULO MAIA;446;;TRIANGULO;63041-260;DIESEL S10;11/12/2023;6,1;;R$ / litro;BRANCA
NE;CE;JUAZEIRO DO NORTE;POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA; 14.284.952/0001-99;RUA PAULO MAIA;446;;TRIANGULO;63041-260;ETANOL;11/12/2023;4,29;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;SAO MATHEUS COMERCIAL DE GAS LTDA; 10.404.912/0004-25;RUA DOS EXPEDICIONARIOS;3714;;BOA FE;62930-000;GASOLINA;12/12/2023;5,89;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;SAO MATHEUS COMERCIAL DE GAS LTDA; 10.404.912/0004-25;RUA DOS EXPEDICIONARIOS;3714;;BOA FE;62930-000;GASOLINA ADITIVADA;12/12/2023;5,89;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;SAO MATHEUS COMERCIAL DE GAS LTDA; 10.404.912/0004-25;RUA DOS EXPEDICIONARIOS;3714;;BOA FE;62930-000;DIESEL S10;12/12/2023;6,26;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;SAO MATHEUS COMERCIAL DE GAS LTDA; 10.404.912/0004-25;RUA DOS EXPEDICIONARIOS;3714;;BOA FE;62930-000;ETANOL;12/12/2023;4,79;;R$ / litro;BRANCA
NE;CE;LIMOEIRO DO NORTE;AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA; 07.624.321/0004-59;RUA SABINO ROBERTO;3537;;CENTRO;62930-000;GASOLINA;12/12/2023;5,88;;R$ / litro;SP
NE;CE;LIMOEIRO DO NORTE;AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA; 07.624.321/0004-59;RUA SABINO ROBERTO;3537;;CENTRO;62930-000;DIESEL S10;12/12/2023;6,06;;R$ / litro;SP
NE;CE;CAUCAIA;POSTO DE COMBUSTIVEL SERENO LTDA; 10.285.271/0001-94;RODOVIA BR 020;SN;KM 14,5;CAMPO GRANDE;61658-000;GASOLINA;12/12/2023;5,69;;R$ / litro;BRANCA
NE;CE;CRATO;PETROX COMERCIO DE COMBUSTIVEIS LTDA; 15.503.343/0001-46;AVENIDA PADRE CICERO;1197;;SAO MIGUEL;63122-445;DIESEL S10;14/12/2023;6,13;;R$ / litro;BRANCA
NE;CE;SOBRAL;PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA; 16.859.959/0001-17;AVENIDA PIMENTEL GOMES;105;;ALTO DA BRASILIA;62114-000;GASOLINA;14/12/2023;5,84;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA; 16.859.959/0001-17;AVENIDA PIMENTEL GOMES;105;;ALTO DA BRASILIA;62114-000;GASOLINA ADITIVADA;14/12/2023;5,94;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA; 16.859.959/0001-17;AVENIDA PIMENTEL GOMES;105;;ALTO DA BRASILIA;62114-000;DIESEL S10;14/12/2023;5,99;;R$ / litro;IPIRANGA
NE;CE;SOBRAL;PARAISO COMÉRCIO DE VAREJISTA DE COMBUSTIVEIS LTDA; 16.859.959/0001-17;AVENIDA PIMENTEL GOMES;105;;ALTO DA BRASILIA;62114-000;ETANOL;14/12/2023;4,99;;R$ / litro;IPIRANGA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0004-64;AVENIDA SAO FRANCISCO;1129;;BOA VISTA;62700-000;GASOLINA;13/12/2023;5,69;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0004-64;AVENIDA SAO FRANCISCO;1129;;BOA VISTA;62700-000;DIESEL S10;13/12/2023;5,69;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0004-64;AVENIDA SAO FRANCISCO;1129;;BOA VISTA;62700-000;ETANOL;13/12/2023;4,09;;R$ / litro;BRANCA
NE;CE;CANINDE;POSTO SIM LTDA; 04.369.988/0004-64;AVENIDA SAO FRANCISCO;1129;;BOA VISTA;62700-000;GNV;13/12/2023;6,09;;R$ / m³;BRANCA
NE;CE;CAUCAIA;C4 COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 16.704.423/0001-22;AVENIDA AIRTON SENNA;983;;ARIANOPOLIS;61656-030;GASOLINA;12/12/2023;5,69;;R$ / litro;BRANCA
NE;CE;CAUCAIA;C4 COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 16.704.423/0001-22;AVENIDA AIRTON SENNA;983;;ARIANOPOLIS;61656-030;GASOLINA ADITIVADA;12/12/2023;6,19;;R$ / litro;BRANCA
NE;CE;CAUCAIA;C4 COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 16.704.423/0001-22;AVENIDA AIRTON SENNA;983;;ARIANOPOLIS;61656-030;DIESEL S10;12/12/2023;5,69;;R$ / litro;BRANCA
NE;CE;CAUCAIA;C4 COMERCIAL DE DERIVADOS DE PETROLEO LTDA; 16.704.423/0001-22;AVENIDA AIRTON SENNA;983;;ARIANOPOLIS;61656-030;ETANOL;12/12/2023;4,49;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA; 69.714.822/0001-30;AVENIDA BENONY MOURAO FILHO;1030;;VENANCIO;63700-001;GASOLINA;13/12/2023;5,52;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA; 69.714.822/0001-30;AVENIDA BENONY MOURAO FILHO;1030;;VENANCIO;63700-001;GASOLINA ADITIVADA;13/12/2023;5,57;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA; 69.714.822/0001-30;AVENIDA BENONY MOURAO FILHO;1030;;VENANCIO;63700-001;DIESEL;13/12/2023;5,8;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA; 69.714.822/0001-30;AVENIDA BENONY MOURAO FILHO;1030;;VENANCIO;63700-001;DIESEL S10;13/12/2023;5,9;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO DE COMBUSTIVEL SAO CRISTOVAO LTDA; 69.714.822/0001-30;AVENIDA BENONY MOURAO FILHO;1030;;VENANCIO;63700-001;ETANOL;13/12/2023;4,64;;R$ / litro;BRANCA
NE;CE;QUIXADA;PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA; 19.828.928/0001-97;AVENIDA JOSE CAPISTRANO FILHO;S/N;"KM: 98;";COHAB;63905-630;GASOLINA;13/12/2023;5,87;;R$ / litro;BRANCA
NE;CE;QUIXADA;PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA; 19.828.928/0001-97;AVENIDA JOSE CAPISTRANO FILHO;S/N;"KM: 98;";COHAB;63905-630;DIESEL S10;13/12/2023;5,87;;R$ / litro;BRANCA
NE;CE;QUIXADA;PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA; 19.828.928/0001-97;AVENIDA JOSE CAPISTRANO FILHO;S/N;"KM: 98;";COHAB;63905-630;ETANOL;13/12/2023;4,69;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO RENDE MAIS LTDA; 14.548.746/0001-49;RUA DOM PEDRO II;1492;;FATIMA II;63700-001;GASOLINA;13/12/2023;5,6;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO RENDE MAIS LTDA; 14.548.746/0001-49;RUA DOM PEDRO II;1492;;FATIMA II;63700-001;GASOLINA ADITIVADA;13/12/2023;5,95;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO RENDE MAIS LTDA; 14.548.746/0001-49;RUA DOM PEDRO II;1492;;FATIMA II;63700-001;DIESEL;13/12/2023;6,29;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO RENDE MAIS LTDA; 14.548.746/0001-49;RUA DOM PEDRO II;1492;;FATIMA II;63700-001;DIESEL S10;13/12/2023;6,49;;R$ / litro;BRANCA
NE;CE;CRATEUS;POSTO RENDE MAIS LTDA; 14.548.746/0001-49;RUA DOM PEDRO II;1492;;FATIMA II;63700-001;ETANOL;13/12/2023;4,95;;R$ / litro;BRANCA
NE;CE;FORTALEZA;POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA; 06.013.569/0002-59;AVENIDA BENJAMIM BRASIL;404;;MONDUBIM;60711-442;ETANOL;14/12/2023;4,69;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA; 06.013.569/0002-59;AVENIDA BENJAMIM BRASIL;404;;MONDUBIM;60711-442;GASOLINA;14/12/2023;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA; 06.013.569/0002-59;AVENIDA BENJAMIM BRASIL;404;;MONDUBIM;60711-442;GASOLINA ADITIVADA;14/12/2023;6,29;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0005-49;RUA VITAL BRASIL;1142;;BONSUCESSO;60541-705;GASOLINA;15/12/2023;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA; 02.756.334/0005-49;RUA VITAL BRASIL;1142;;BONSUCESSO;60541-705;ETANOL;15/12/2023;4,39;;R$ / litro;VIBRA
NE;CE;FORTALEZA;TVC COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.690.127/0002-23;AVENIDA COSTA E SILVA;3101;;JANGURUSSU;60761-971;GASOLINA;14/12/2023;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;TVC COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.690.127/0002-23;AVENIDA COSTA E SILVA;3101;;JANGURUSSU;60761-971;GASOLINA ADITIVADA;14/12/2023;6,19;;R$ / litro;VIBRA
NE;CE;FORTALEZA;TVC COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.690.127/0002-23;AVENIDA COSTA E SILVA;3101;;JANGURUSSU;60761-971;DIESEL S10;14/12/2023;5,99;;R$ / litro;VIBRA
NE;CE;FORTALEZA;TVC COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.690.127/0002-23;AVENIDA COSTA E SILVA;3101;;JANGURUSSU;60761-971;ETANOL;14/12/2023;4,59;;R$ / litro;VIBRA
NE;CE;QUIXADA;POSTO SIM LTDA; 04.369.988/0007-07;AVENIDA JESUS MARIA JOSE;1120;;JARDIM DOS MONOLITOS;63900-002;GNV;13/12/2023;6,28;;R$ / m³;BRANCA
NE;CE;QUIXADA;POSTO SIM LTDA; 04.369.988/0007-07;AVENIDA JESUS MARIA JOSE;1120;;JARDIM DOS MONOLITOS;63900-002;GASOLINA;13/12/2023;5,87;;R$ / litro;BRANCA
NE;CE;QUIXADA;POSTO SIM LTDA; 04.369.988/0007-07;AVENIDA JESUS MARIA JOSE;1120;;JARDIM DOS MONOLITOS;63900-002;DIESEL;13/12/2023;5,87;;R$ / litro;BRANCA
NE;CE;QUIXADA;POSTO SIM LTDA; 04.369.988/0007-07;AVENIDA JESUS MARIA JOSE;1120;;JARDIM DOS MONOLITOS;63900-002;ETANOL;13/12/2023;4,69;;R$ / litro;BRANCA
NE;CE;CRATEUS;AUTO POSTO FALPEL CRATEUS LTDA; 22.861.042/0001-50;RUA CONTADOR RAIMUNDO LUIZ;2921;A;CIDADE 2000;63700-001;GASOLINA;13/12/2023;5,6;;R$ / litro;BRANCA
NE;CE;CRATEUS;AUTO POSTO FALPEL CRATEUS LTDA; 22.861.042/0001-50;RUA CONTADOR RAIMUNDO LUIZ;2921;A;CIDADE 2000;63700-001;GASOLINA ADITIVADA;13/12/2023;5,89;;R$ / litro;BRANCA
NE;CE;CRATEUS;AUTO POSTO FALPEL CRATEUS LTDA; 22.861.042/0001-50;RUA CONTADOR RAIMUNDO LUIZ;2921;A;CIDADE 2000;63700-001;DIESEL;13/12/2023;6,39;;R$ / litro;BRANCA
